"Address","Content Type","Status Code","Status","Crawl Depth","Inlinks"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=EXPRESS-NOTES","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://hub.com/bgoonz/UsefulResourceRepo2.0","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/Learning-Redux","text/html; charset=utf-8","200","OK","2","3"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=JAMSTACK-TEMPLATES","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://github.com/bgoonz/Data-Structures-Algos-Codebase","text/html; charset=utf-8","200","OK","2","6"
"https://github.com/bgoonz/graphql-experimentation","text/html; charset=utf-8","200","OK","2","3"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=Authentication-Notes","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://github.com/bgoonz/anki-cards","text/html; charset=utf-8","301","Moved Permanently","2","3"
"https://hub.com/bgoonz/WEB-DEV-TOOLS-HUB","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/python-playground-embed","text/html; charset=utf-8","200","OK","2","4"
"https://github.com/bgoonz/gatsby-netlify-cms-norwex","text/html; charset=utf-8","200","OK","2","3"
"https://hub.com/bgoonz/TRASH","","0","Connection Timeout","2","3"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=full-stack-react-redux","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://hub.com/bgoonz/WebAudioDaw","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/Independent-Blog-Entries","text/html; charset=utf-8","301","Moved Permanently","2","3"
"https://github.com/bgoonz/Front-End-Frameworks-Practice","text/html; charset=utf-8","200","OK","2","3"
"https://github.com/bgoonz/ecommerce-interactive","text/html; charset=utf-8","200","OK","2","4"
"https://hub.com/bgoonz/Ternary-converter","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/alternate-blog-theme","text/html; charset=utf-8","301","Moved Permanently","2","5"
"https://github.com/bgoonz/callbacks","text/html; charset=utf-8","200","OK","2","3"
"https://hub.com/bgoonz/web-crawler-node","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/JAMSTACK-TEMPLATES","text/html; charset=utf-8","200","OK","2","3"
"https://hub.com/bgoonz/Static-Study-Site","","0","Connection Timeout","2","3"
"https://hub.com/bgoonz/styling-templates","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/gatsby-react-portfolio","text/html; charset=utf-8","200","OK","2","3"
"https://frontend-iota.vercel.app/","text/html; charset=utf-8","200","OK","2","0"
"https://disqus.com/embed/comments/?base=default&f=webdevhub-1&t_u=https%3A%2F%2Fbgoonz-blog.netlify.app%2Fdocs%2Fprojects%2F&t_d=Projects&t_t=Projects&s_o=default","text/html; charset=utf-8","200","OK","2","0"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=fast-fourier-transform-","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://github.com/bgoonz/Express-basic-server-template","text/html; charset=utf-8","200","OK","2","4"
"https://github.com/bgoonz/design-home-page-with-routes-bq5v7k","text/html; charset=utf-8","200","OK","2","3"
"https://hub.com/bgoonz/site-analysis","","0","Connection Timeout","2","3"
"https://hub.com/bgoonz/Useful-Snippets-js","","0","Connection Timeout","2","3"
"https://hub.com/bgoonz/web-dev-setup-checker","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/docs-collection","text/html; charset=utf-8","200","OK","2","4"
"https://github.com/bgoonz/Links-Shortcut-Site","text/html; charset=utf-8","200","OK","2","4"
"https://github.com/bgoonz/My-Medium-Blog","text/html; charset=utf-8","200","OK","2","6"
"https://github.com/bgoonz/GIT-HTML-PREVIEW-TOOL","text/html; charset=utf-8","200","OK","2","5"
"https://github.com/bgoonz/bass-station","text/html; charset=utf-8","200","OK","2","3"
"https://hub.com/bgoonz/random-static-html-page-deploy","","0","Connection Timeout","2","2"
"https://github.com/bgoonz/jsanimate","text/html; charset=utf-8","200","OK","2","3"
"https://hub.com/bgoonz/The-Algorithms","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/Markdown-Templates","text/html; charset=utf-8","200","OK","2","6"
"https://github.com/bgoonz/python-practice-notes","text/html; charset=utf-8","200","OK","2","3"
"https://github.com/bgoonz/Documentation-site-react","text/html; charset=utf-8","200","OK","2","3"
"https://github.com/bgoonz/github-reference-repo","text/html; charset=utf-8","200","OK","2","4"
"https://github.com/bgoonz/picture-man-bob-v2","text/html; charset=utf-8","200","OK","2","3"
"https://hub.com/bgoonz/React-movie-app","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/loadash-es6-refactor","text/html; charset=utf-8","301","Moved Permanently","2","3"
"https://github.com/bgoonz/BGOONZBLOG2.0STABLE","text/html; charset=utf-8","200","OK","2","4"
"https://hub.com/bgoonz/Star-wars-API-Promise-take2","","0","Connection Timeout","2","3"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=INTERVIEW-PREP-COMPLETE","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://hub.com/bgoonz/sqlite3-nodejs-demo","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/github-readme-stats","text/html; charset=utf-8","200","OK","2","4"
"https://github.com/bgoonz/excel2html-table","text/html; charset=utf-8","200","OK","2","5"
